time(s),Color Temperature,Lux,Clear,Raw Red,Raw Green,Raw Blue,R,G,B
6.935653925,27662,92,1072,351,321,410,83.82,76.66,97.91
7.103624344,22245,93,1073,351,321,409,83.74,76.59,97.58
7.270251036,21940,93,1074,350,321,409,83.43,76.51,97.49
7.427438974,25745,93,1078,351,322,411,83.35,76.47,97.6
7.587068081,23717,92,1071,350,320,408,83.66,76.49,97.52
7.738583326,14499,95,1079,352,323,410,83.51,76.63,97.28
7.90325284,13293,95,1083,353,324,411,83.44,76.59,97.15
8.065624475,5668,98,1091,354,327,413,83.07,76.73,96.91
8.228355646,7224,99,1097,355,329,416,82.84,76.78,97.08
8.375482559,8428,98,1095,355,328,415,83,76.68,97.02
8.542752743,8244,99,1094,354,328,415,82.84,76.75,97.11
8.707380533,10040,99,1101,356,330,418,82.78,76.73,97.19
8.867754221,6617,101,1109,357,333,421,82.41,76.87,97.18
9.027537584,9342,101,1113,358,334,423,82.34,76.82,97.29
9.186160803,8797,100,1104,356,331,419,82.55,76.75,97.16
9.342438459,11466,100,1107,356,332,421,82.33,76.78,97.36
9.51029706,14466,100,1112,357,333,423,82.19,76.66,97.38
9.670264482,19384,100,1120,359,336,428,82.06,76.8,97.83
9.818845034,22774,100,1124,360,337,430,81.99,76.75,97.94
9.989697218,16676,101,1125,360,338,430,81.92,76.91,97.85
10.13527155,20145,101,1130,362,339,432,82.01,76.8,97.87
10.30418921,15732,102,1130,362,339,431,82.01,76.8,97.64
10.45695114,16239,103,1141,364,342,435,81.67,76.73,97.6
10.61520052,15091,103,1144,365,343,436,81.68,76.76,97.57
10.78424025,6333,106,1146,365,344,435,81.54,76.84,97.17
10.94807339,4006,105,1145,365,343,433,81.61,76.69,96.81
11.1002028,61472,111,1158,367,349,438,81.13,77.15,96.83
11.2573607,62259,110,1157,367,348,437,81.2,77,96.69
11.41249108,61311,112,1172,370,353,443,80.82,77.11,96.76
11.57979703,59922,114,1177,371,355,445,80.69,77.21,96.79
11.74334717,55182,117,1190,374,359,448,80.46,77.23,96.38
11.90159845,56618,111,1163,369,349,436,81.22,76.82,95.97
12.06690025,55405,114,1179,374,355,443,81.21,77.08,96.19
12.21167445,53062,119,1201,377,363,452,80.36,77.38,96.35
12.37330985,49699,124,1221,380,370,459,79.67,77.58,96.24
12.53901124,53003,121,1215,379,367,457,79.86,77.33,96.29
12.70212722,48936,131,1264,389,384,476,78.78,77.77,96.41
12.85846734,50654,124,1230,383,372,462,79.71,77.42,96.16
13.01666164,51090,127,1251,387,379,471,79.19,77.56,96.38
13.18569303,49388,130,1263,390,383,475,79.05,77.63,96.28
13.33920741,49444,129,1267,392,383,475,79.2,77.39,95.97
13.50532031,47387,128,1257,391,380,470,79.63,77.39,95.72
13.6620307,46421,136,1301,399,395,488,78.51,77.72,96.02
13.81517601,46786,135,1297,399,394,487,78.75,77.77,96.12
13.97516632,43739,139,1312,403,399,491,78.63,77.85,95.8
14.13350272,43232,142,1329,407,405,498,78.4,78.01,95.93
14.29421544,42317,155,1400,420,430,528,76.8,78.63,96.55
14.46679878,40273,159,1407,423,434,531,76.96,78.97,96.61
14.62695169,42195,147,1350,411,413,507,77.94,78.32,96.14
14.78590608,42097,145,1340,410,409,502,78.33,78.14,95.9
14.94578218,39927,157,1400,423,431,527,77.35,78.81,96.37
15.0987401,39594,160,1419,427,437,534,77.03,78.84,96.34
15.2581656,32637,201,1623,474,509,612,74.77,80.29,96.53
15.41711473,27498,309,2165,592,702,828,70,83.01,97.91
15.58509254,36690,192,1593,466,499,606,74.89,80.19,97.39
15.73865438,35763,184,1539,456,481,583,75.85,80.01,96.98
15.89312696,33401,215,1701,492,538,648,74.05,80.97,97.52
16.06412625,31577,234,1790,512,571,684,73.22,81.66,97.82
16.21312857,33262,212,1694,491,534,643,74.2,80.7,97.17
16.38031745,30613,249,1854,528,598,714,72.91,82.57,98.59
16.53375173,28648,267,1949,553,629,746,72.64,82.62,97.99
16.70056987,33855,209,1669,488,529,638,74.85,81.14,97.86
16.85284352,29527,245,1829,527,589,701,73.76,82.44,98.12
17.01704884,36255,196,1623,480,511,620,75.71,80.6,97.79
17.17269635,33722,199,1602,477,510,615,76.22,81.5,98.28
17.34564519,34165,211,1691,497,536,647,75.24,81.14,97.95
17.50296736,37765,199,1660,488,520,633,75.26,80.19,97.62
17.65451884,31881,233,1800,525,577,692,74.67,82.06,98.42
17.82501459,35916,200,1639,486,518,628,75.91,80.91,98.09
17.98472452,45264,148,1379,424,424,523,78.71,78.71,97.09
18.13741136,49113,146,1390,427,425,527,78.64,78.27,97.06
18.29712462,49533,151,1421,434,436,541,78.19,78.55,97.46
18.4530437,50978,147,1396,428,428,532,78.49,78.49,97.56
18.62135243,54229,144,1382,425,424,529,78.73,78.54,97.99
18.78387952,59439,131,1309,406,398,499,79.4,77.84,97.59
18.93613172,61551,120,1245,393,376,472,80.81,77.31,97.05
19.10286641,1538,109,1183,379,354,446,82.02,76.61,96.51
19.25145245,3183,108,1176,377,352,444,82.07,76.63,96.65
19.41936326,5060,106,1171,376,350,442,82.2,76.52,96.63
19.5678215,11784,101,1143,369,340,431,82.65,76.15,96.53
19.73512793,13714,98,1128,366,335,425,83.06,76.03,96.45
19.90105534,16357,97,1123,365,333,423,83.21,75.91,96.43
