time(s),colorTemp,lux,R,G,B
25.542160272598267,26601,79,804,292,246,293
27.306889533996582,26601,79,804,292,246,293
27.442705869674683,26601,79,804,292,246,293
27.595889806747437,26601,79,804,292,246,293
27.762451171875,26601,79,804,292,246,293
27.91845941543579,26601,79,804,292,246,293
28.077037811279297,26601,79,804,292,246,293
28.237443447113037,26601,79,804,292,246,293
28.390403747558594,26601,79,804,292,246,293
28.55203127861023,27862,78,804,292,246,294
28.712297916412354,27862,78,804,292,246,294
28.86756706237793,27862,78,804,292,246,294
29.022884845733643,26601,79,804,292,246,293
29.18770480155945,27862,78,804,292,246,294
29.344834566116333,27862,78,804,292,246,294
29.502360105514526,26601,79,804,292,246,293
29.662442445755005,27862,78,804,292,246,294
29.818710327148438,27862,78,804,292,246,294
29.977425575256348,26601,79,804,292,246,293
